PromoID,PromoType,PromoDate,UserID,Treatment,GrossBooking,Age,Gender,NumberOfBooking,ResponseToPastPromo,LastBooking(Days),isMember,average_apps_open_week
1,N/A,,50,0,105.44492551732883,42,male,28,0,187,0,32.09660855036392
1,N/A,2024-01-03,51,1,266.0195994223942,31,male,11,1,306,1,30.75117735210724
1,N/A,,52,0,91.12090911737216,67,female,38,1,29,1,30.629723648305585
1,N/A,,53,0,104.34612706759408,26,male,1,0,266,1,30.112846039194014
1,N/A,,54,0,100.36693875961427,43,male,31,0,107,0,31.04855437630814
1,N/A,,55,0,95.35419146737087,19,male,12,1,331,0,32.024950264696685
1,N/A,,56,0,104.8651786935901,37,male,45,1,89,0,31.761342022077795
1,N/A,,57,0,94.93402930726297,45,female,26,1,204,0,30.983645772964998
1,N/A,,58,0,103.8542355498494,64,male,48,0,219,0,30.078262902173392
1,N/A,,59,0,96.55370529722236,24,female,40,0,93,1,30.11923073864586
1,N/A,,60,0,102.00902917014773,61,female,16,0,102,0,30.05056617681196
1,N/A,,61,0,107.92450076695697,25,male,39,1,222,0,30.297704417441096
1,N/A,,62,0,101.01625030762966,64,female,30,0,185,0,30.145790766503428
1,N/A,,63,0,103.18893812887995,52,female,33,0,183,0,30.301170014151314
1,N/A,,64,0,111.00892086752022,31,female,23,1,161,1,30.486227415174564
1,N/A,,65,0,102.39138439535205,34,male,44,1,246,1,32.8644020229109
1,N/A,,66,0,94.78340351177881,53,female,34,1,30,0,30.942573260902677
1,N/A,,67,0,104.05887201263825,67,female,47,1,51,0,31.801650943052085
1,N/A,,68,0,98.38388737163945,57,female,5,0,344,0,31.239087162576116
1,N/A,,69,0,109.48878234089997,21,male,18,0,75,0,30.119350284992738
1,N/A,,70,0,98.14204112688587,19,female,29,0,277,0,31.331504730267334
1,N/A,,71,0,98.19803892517456,23,male,6,1,39,0,30.321720021786614
1,N/A,,72,0,103.06165786701473,59,male,9,1,100,0,31.019176110420165
1,N/A,,73,0,101.85902555919954,21,male,40,0,110,0,30.41697404302298
1,N/A,,74,0,103.96661666608703,46,male,31,1,320,0,36.062858841701484
1,N/A,,75,0,97.59450883873524,35,male,33,0,248,0,30.30591594300614
1,N/A,,76,0,104.89459098993996,43,male,27,0,190,1,30.32729711615012
1,N/A,,77,0,90.83775363507726,61,female,14,0,181,0,32.66891010027107
1,N/A,,78,0,96.97922593659365,51,male,29,0,334,0,30.024953161282465
1,N/A,,79,0,103.67195579148694,27,female,36,1,208,0,31.192996557242118
1,N/A,,80,0,89.64595447974938,53,female,28,1,21,0,31.292171761613172
1,N/A,,81,0,102.76738296151994,31,male,21,1,165,1,31.81019991846182
1,N/A,,82,0,101.73318968211812,48,female,3,0,98,0,33.666699679510806
1,N/A,,83,0,96.04954038928996,65,female,19,1,207,0,33.71325080373753
1,N/A,,84,0,102.77472391676277,32,female,31,1,7,0,30.067504790906614
1,N/A,,85,0,96.36959927131156,25,female,35,0,189,0,31.72506945469821
1,N/A,,86,0,104.40400230888135,31,male,49,1,174,0,31.039334268144966
1,N/A,,87,0,102.16615087085653,40,female,3,1,272,0,31.042256911232695
1,N/A,,88,0,105.80861598265926,57,male,26,1,16,0,30.137367227601665
1,N/A,,89,0,112.68648900585276,38,female,16,0,89,0,31.050357028807777
1,N/A,,90,0,102.25101408435081,33,female,11,0,140,0,34.04455949891457
1,N/A,,91,0,106.67906975980425,62,male,21,0,144,0,32.428358877131835
1,N/A,,92,0,93.44135463639927,35,female,16,1,165,0,30.578267307546998
1,N/A,,93,0,103.65897446598096,64,female,9,0,336,0,30.040767801495072
1,N/A,,94,0,87.52220030651776,41,female,0,0,77,0,30.44987711715132
1,N/A,,95,0,104.0632511281011,43,male,21,1,261,0,31.750945669560576
1,N/A,,96,0,93.52269753016343,42,female,25,0,162,0,31.208982335987063
1,N/A,,97,0,104.93630424700264,62,male,17,1,13,0,30.614971424884555
1,N/A,,98,0,107.34629002070537,58,female,49,0,238,0,30.0566778018735
1,N/A,,99,0,103.58998104284713,46,male,13,0,71,0,30.556685858065787
1,N/A,,100,0,89.65049862434914,32,male,46,1,142,1,30.633040226296846
1,N/A,,101,0,97.68977918544267,62,female,28,0,309,0,32.638834814891396
1,N/A,,102,0,88.79198867997553,18,female,11,0,282,0,31.024672762107993
1,N/A,2024-01-06,103,1,119.31498917331356,42,male,35,0,268,0,30.373462086650242
1,N/A,,104,0,103.37350169901832,24,male,34,1,240,0,30.74511072994077
1,N/A,,105,0,105.14739295174806,26,female,11,1,244,0,30.06833805859032
1,N/A,,106,0,103.32141718640676,41,male,6,1,162,0,33.596053654181276
1,N/A,,107,0,99.2257953092213,18,female,28,0,59,0,30.44638070377563
1,N/A,,108,0,94.89002695399364,61,female,10,1,5,0,30.649833614018004
1,N/A,,109,0,98.36553990037788,25,female,32,0,196,0,30.43894532926848
1,N/A,,110,0,107.40234567001716,41,female,5,0,57,0,31.147314406579756
1,N/A,,111,0,96.05986392623552,28,male,46,1,304,0,31.085396478458097
1,N/A,2024-01-07,112,1,70.81770958728562,68,female,14,0,216,0,31.25639765281674
1,N/A,,113,0,93.17151423426093,34,male,31,1,25,1,30.312170453035222
1,N/A,,114,0,98.34995961309129,25,female,10,0,302,0,30.379312802116658
1,N/A,,115,0,93.26448436629855,52,male,22,0,4,0,30.13381855510453
1,N/A,,116,0,98.90444873331373,52,female,25,1,19,0,31.06569013479965
1,N/A,,117,0,105.85080712745973,50,male,33,1,197,0,30.040610691154356
1,N/A,,118,0,102.30571532900379,22,male,45,1,58,0,30.91051329227412
1,N/A,,119,0,109.47839846516734,59,female,33,0,241,0,32.03788421324439
1,N/A,2024-01-06,120,1,225.90528820568778,56,female,28,0,145,1,32.21486865727172
1,N/A,,121,0,89.10675022284798,58,female,3,0,272,0,30.596089002794542
1,N/A,,122,0,103.22185418166245,45,female,16,1,248,0,30.61489750379938
1,N/A,,123,0,107.35282327188682,24,male,34,1,13,0,30.080092657179677
1,N/A,,124,0,98.89954007624775,26,female,12,1,12,1,31.11098357476237
1,N/A,2024-01-04,125,1,48.22879985484703,25,male,40,0,43,0,31.721819800183336
1,N/A,,126,0,94.14252129127279,29,male,38,0,18,1,30.28058075275334
1,N/A,,127,0,100.25436992043275,51,female,14,1,62,0,30.546972593875708
1,N/A,,128,0,102.72985701471413,50,male,28,1,238,0,31.82535350328691
1,N/A,,129,0,91.2277988993944,65,male,28,0,336,0,32.096550815435464
1,N/A,,130,0,104.12117276371865,40,male,10,0,99,0,30.27862980845511
1,N/A,,131,0,107.49718434191037,41,male,31,0,162,0,30.799776577666037
1,N/A,,132,0,102.52703935949168,54,female,1,0,121,0,30.213803741736566
1,N/A,,133,0,104.79883775692093,52,female,46,1,43,0,30.107450213266393
1,N/A,,134,0,89.8034863294139,61,female,13,1,359,0,32.42047377489032
1,N/A,,135,0,112.97860565608367,57,female,19,0,316,1,31.717621878234727
1,N/A,,136,0,106.8673020744663,39,male,21,0,144,0,31.427261790395157
1,N/A,,137,0,101.16433039830252,44,male,10,1,326,0,30.049995525078902
1,N/A,,138,0,106.55453201376616,52,female,26,0,362,0,31.856162272921303
1,N/A,,139,0,93.36649174591625,18,female,2,0,49,0,30.5763318590419
1,N/A,,140,0,105.20167699546353,52,female,16,0,64,0,30.41915101935504
1,N/A,2024-01-03,141,1,164.17600911455486,54,male,43,0,354,0,30.79070788515231
1,N/A,,142,0,98.03238086573496,64,female,27,1,287,0,30.09579886618798
1,N/A,,143,0,98.85855493352071,31,female,28,0,163,1,31.413240363030855
1,N/A,,144,0,91.0153199883655,20,female,20,0,140,0,30.87331524232162
1,N/A,,145,0,97.06668328573785,18,male,46,0,313,0,30.206520110605464
1,N/A,,146,0,109.53364197066449,22,male,15,0,127,0,30.20854094002161
1,N/A,,147,0,93.4226780507886,43,male,36,0,238,1,30.203645690519174
1,N/A,,148,0,99.5927717098031,31,male,19,1,323,0,30.05869152822032
1,N/A,2024-01-08,149,1,210.791816296376,56,male,5,0,295,0,30.88624284869803
1,N/A,,150,0,104.438052808707,44,male,18,0,186,0,31.83475994484427
1,N/A,2024-01-03,151,1,83.99862665287831,26,male,4,0,207,0,30.017653117415833
1,N/A,,152,0,104.92840388195056,32,male,2,0,219,0,30.05024610075075
1,N/A,,153,0,103.95819861958479,32,female,0,0,189,0,30.850433416712857
1,N/A,,154,0,93.56092894314718,43,female,37,0,345,0,31.71200059781651
1,N/A,2024-01-03,155,1,47.19838634628607,59,male,14,0,283,0,30.39562204622885
1,N/A,2024-01-03,156,1,104.03710997011683,30,male,33,1,351,1,30.43018985938185
1,N/A,,157,0,101.86205571966973,68,female,34,1,236,0,30.90719843609905
1,N/A,,158,0,95.69672393659924,49,male,48,0,193,0,30.32049854286753
1,N/A,,159,0,109.55770718925334,56,male,24,0,286,0,30.02696877631633
1,N/A,,160,0,103.98318453959004,66,male,23,1,258,0,31.32888815747729
1,N/A,,161,0,105.69050760532681,69,female,11,1,245,0,30.982563857746243
1,N/A,,162,0,97.14998056829774,49,female,17,0,135,1,30.869302187398866
1,N/A,,163,0,106.3851418632931,21,female,14,1,279,1,31.353572136679
1,N/A,,164,0,98.22428993204967,47,female,43,1,270,0,31.12464061843488
1,N/A,,165,0,105.22547229069646,54,female,15,1,170,0,30.230523199280935
1,N/A,,166,0,109.68281629021692,40,male,26,1,158,0,30.434607214706876
1,N/A,,167,0,91.4755018619254,56,female,7,1,200,0,30.13480093149508
1,N/A,,168,0,108.48768770884665,62,male,45,1,44,1,30.139097728444643
1,N/A,,169,0,96.59036928354675,32,male,24,1,263,0,31.12761610118665
1,N/A,,170,0,104.03097782640177,60,female,16,0,70,0,31.956163282114705
1,N/A,,171,0,93.14576505459435,46,female,28,0,363,1,33.289635896070806
1,N/A,,172,0,93.44858382571903,53,male,7,0,102,0,30.989794972020768
1,N/A,,173,0,109.70855210901739,30,male,14,1,124,0,30.20346510251335
1,N/A,,174,0,96.97731626644337,49,male,26,1,312,0,30.111658467799938
1,N/A,,175,0,98.89617039375042,24,female,45,0,285,0,31.675850035864826
1,N/A,,176,0,89.06725526212696,68,female,49,1,229,0,30.864544171582114
1,N/A,,177,0,106.9516622004502,39,female,6,0,145,0,30.963081077175993
1,N/A,,178,0,100.69937409545167,45,female,2,0,196,0,31.520795772653628
1,N/A,2024-01-02,179,1,154.63703601532444,19,female,28,0,220,1,31.214957002802024
1,N/A,2024-01-03,180,1,260.8335942049779,59,male,43,1,59,0,31.798531867370706
1,N/A,,181,0,99.3652727464473,62,female,23,1,97,0,30.05785573327993
1,N/A,,182,0,109.78553882574178,23,male,2,0,170,0,31.376425763295902
1,N/A,,183,0,100.82395345513137,45,male,19,1,172,0,31.902821255098704
1,N/A,,184,0,108.45352936163033,45,male,45,0,150,0,30.33706146962653
1,N/A,,185,0,102.11173219561009,61,female,14,0,349,0,31.022894447744264
1,N/A,,186,0,105.88002510739828,61,female,24,0,121,1,30.377113923826727
1,N/A,,187,0,91.9991570369336,37,female,29,1,107,0,33.16939700460192
1,N/A,,188,0,94.9094996310292,47,male,13,0,3,0,30.033994906828486
1,N/A,,189,0,92.58775055723868,28,male,6,0,92,1,30.867007460332996
1,N/A,,190,0,109.13936024307304,45,male,16,1,5,0,30.18212583240864
1,N/A,,191,0,94.42280153653,42,male,43,1,287,0,31.245559692612435
1,N/A,,192,0,100.43381417614079,56,male,19,0,105,0,30.193451606745555
1,N/A,,193,0,101.7739444050803,50,male,35,1,145,0,30.268380566641568
1,N/A,,194,0,98.34084111762932,18,female,8,1,270,0,30.681951706498154
1,N/A,,195,0,93.00092614935465,44,female,37,1,95,0,32.46316414053747
1,N/A,,196,0,109.28230071343242,69,female,47,0,228,0,30.237894782907887
1,N/A,,197,0,102.30301626073192,30,female,21,0,201,0,30.155765340661862
1,N/A,,198,0,105.40899265694827,58,male,1,0,211,0,31.422862216726234
1,N/A,,199,0,99.52890819498997,20,male,23,1,5,1,30.69438701350313
1,N/A,,200,0,96.12651674495864,56,female,7,1,111,1,32.427979536356005
1,N/A,,201,0,108.24584241382442,23,male,10,0,322,0,30.158543966212772
1,N/A,,202,0,96.24013407203554,25,female,12,0,105,0,31.038254694565452
1,N/A,,203,0,99.02914117690024,44,female,16,1,138,0,30.265110923080464
1,N/A,,204,0,100.07386694410815,26,female,7,0,298,0,30.170504172328993
1,N/A,,205,0,95.99490984792926,54,male,20,0,95,0,31.15020904538181
1,N/A,2024-01-05,206,1,241.58980780014903,50,female,17,0,336,0,30.900625622677662
1,N/A,,207,0,97.10611857438218,68,female,29,0,296,0,31.405793064723866
1,N/A,,208,0,106.59390014465178,59,female,17,0,213,0,30.37028510984066
1,N/A,,209,0,100.49663742271255,61,male,45,1,290,0,30.594155886889546
1,N/A,,210,0,100.22069699904542,41,male,46,0,21,0,30.519986921144163
1,N/A,,211,0,100.80499849597506,32,female,30,0,192,1,34.14077374559183
1,N/A,,212,0,102.57005230396435,49,male,37,1,149,0,30.34566288093878
1,N/A,,213,0,97.53385038098097,49,male,31,0,246,0,30.34929827337825
1,N/A,,214,0,106.12973790443823,41,male,10,0,266,1,30.437804755959455
1,N/A,,215,0,102.58517451409023,58,male,44,0,250,0,30.83147653654492
1,N/A,,216,0,92.34590404002562,69,male,24,0,2,0,30.290783870408767
1,N/A,,217,0,86.83370518107985,66,male,32,0,315,0,32.468520916717345
1,N/A,,218,0,109.59682564068274,66,male,37,0,75,0,30.30881795635781
1,N/A,,219,0,100.99242196179823,69,male,40,1,86,0,32.26159413572667
1,N/A,2024-01-07,220,1,46.58272431307563,29,male,7,0,269,1,30.109229171094096
1,N/A,,221,0,106.31781816808856,56,male,10,1,224,0,31.068750723719116
1,N/A,,222,0,99.54091838434556,19,female,21,1,17,0,32.375000082233505
1,N/A,,223,0,105.95196895934582,20,female,23,0,112,0,30.184824011401147
1,N/A,,224,0,97.80107211953161,66,male,40,0,250,0,33.45228943627626
1,N/A,,225,0,94.84853573782844,54,female,16,1,232,0,30.603093264219332
1,N/A,,226,0,102.93432480022217,66,female,11,0,328,0,32.91350933092442
1,N/A,,227,0,110.9109039252148,34,male,45,0,278,0,31.129545970440354
1,N/A,,228,0,97.64693390079394,66,male,31,0,201,0,30.358944474337864
1,N/A,,229,0,93.5079784287816,19,male,14,1,82,0,30.208627575872928
1,N/A,,230,0,109.69879274710021,19,female,15,0,124,0,30.36202501037717
1,N/A,,231,0,90.50125108355856,45,female,21,0,174,0,30.097632023387128
1,N/A,,232,0,93.0365370828627,40,male,27,0,68,0,30.155330669808905
1,N/A,,233,0,93.12778216024529,54,male,19,1,46,0,30.11055223639893
1,N/A,,234,0,104.81056338612986,49,male,32,1,255,1,30.549815172791792
1,N/A,,235,0,109.29502189467642,50,female,9,1,214,0,31.5875706349447
1,N/A,,236,0,104.74075727571294,18,female,39,1,29,0,30.15243296918963
1,N/A,,237,0,98.58284670030126,36,female,31,1,280,0,30.139630449168955
1,N/A,,238,0,102.05499080146248,19,female,49,0,236,1,31.03122175889377
1,N/A,,239,0,102.5921736398952,61,male,32,0,247,0,30.21962846393893
1,N/A,,240,0,104.63918669209878,43,male,1,1,24,0,30.102708522091206
1,N/A,,241,0,104.35043883988722,49,male,32,1,73,0,30.18253987447022
1,N/A,,242,0,108.6610773971417,23,male,32,1,205,1,32.573493904753676
1,N/A,,243,0,96.35140144330849,49,female,40,1,313,1,31.723005641856542
1,N/A,,244,0,104.68271144302491,21,female,12,1,93,1,30.437055721920196
1,N/A,,245,0,97.51105175036483,28,male,29,1,126,0,31.066592732084178
1,N/A,,246,0,103.86103104431267,34,male,32,0,24,0,30.770623809711697
1,N/A,,247,0,101.37940964814739,55,female,12,0,333,0,31.130487746446207
1,N/A,,248,0,96.90966386205923,41,male,25,1,354,1,31.147816668870853
1,N/A,,249,0,99.05518081744634,22,female,21,1,115,0,30.990836532714695
1,N/A,,250,0,93.43140481463135,69,male,38,0,47,0,30.309384364179156
1,N/A,,251,0,89.51530632259622,51,male,1,1,225,0,30.03978755136904
1,N/A,,252,0,98.51172460368572,23,male,37,1,265,0,30.608009992414065
1,N/A,,253,0,113.04226083731646,39,male,38,0,98,0,32.21616783545655
1,N/A,,254,0,89.53209855820809,28,male,25,1,10,1,30.84280158700124
1,N/A,,255,0,111.9621434004718,65,male,45,0,84,1,31.786121641896635
1,N/A,,256,0,94.33007709549021,33,male,49,0,213,0,34.78242575195757
1,N/A,,257,0,91.64314535086918,50,female,14,1,172,0,30.178667685286154
1,N/A,2024-01-08,258,1,384.674651096946,26,female,33,1,208,1,31.176933805651988
1,N/A,,259,0,111.85441520843585,23,female,41,0,63,1,31.12175883616087
1,N/A,,260,0,93.497587780359,33,female,43,1,257,1,33.90979785083581
1,N/A,,261,0,101.78223682527926,46,female,48,1,331,0,34.24057804264361
1,N/A,,262,0,92.3536891931865,20,male,39,0,120,0,31.160525815636696
1,N/A,,263,0,94.96276457739599,37,male,10,0,297,0,30.279204498156098
1,N/A,,264,0,107.30181317608792,53,female,2,1,53,0,31.602243048308775
1,N/A,,265,0,113.13099391657595,36,male,5,0,330,0,30.113201323734195
1,N/A,,266,0,98.59776992974925,43,female,8,1,271,0,31.517311450611338
1,N/A,,267,0,90.87840351463208,20,female,5,0,240,0,32.41012714363319
1,N/A,,268,0,105.68850632461654,36,male,8,0,242,0,30.482616266840363
1,N/A,,269,0,101.3465032476647,37,male,38,0,17,1,30.99597076256878
1,N/A,,270,0,103.01074700666585,49,male,30,0,186,0,30.56236935669807
1,N/A,,271,0,106.96208908580185,24,female,31,0,345,0,30.575835464825133
1,N/A,,272,0,101.9187399673362,69,male,40,1,143,0,30.371601346353287
1,N/A,,273,0,91.33865779489764,58,female,49,0,261,0,31.4360293774129
1,N/A,,274,0,104.12125133921737,50,female,11,1,363,0,32.751634823268176
1,N/A,,275,0,102.91701158779901,57,female,7,1,238,0,32.8260040009195
1,N/A,,276,0,98.04820645405862,56,male,7,1,303,0,30.192106818540196
1,N/A,,277,0,98.98608101107095,35,male,49,0,297,0,32.07739283895765
1,N/A,,278,0,104.61188852780919,57,female,27,0,75,0,31.337243055535122
1,N/A,,279,0,101.10279623796058,18,male,19,1,187,0,30.291472447777295
1,N/A,,280,0,97.5136612482086,28,male,46,1,332,1,30.069655176035248
1,N/A,2024-01-04,281,1,31.84027653047391,45,male,6,0,245,0,30.311971031263283
1,N/A,,282,0,93.71049301768569,42,female,10,1,129,0,32.432787595743214
1,N/A,,283,0,98.98969046516288,67,female,19,1,314,1,31.002880402055798
1,N/A,,284,0,98.0439250250989,40,male,15,0,282,0,31.276739433551725
1,N/A,2024-01-07,285,1,153.94114940563207,48,female,3,0,78,0,30.297264303888767
1,N/A,,286,0,89.32360641695668,47,male,5,0,71,0,31.270782901138425
1,N/A,,287,0,105.1672423363962,59,male,21,1,262,0,30.028524488794424
1,N/A,,288,0,104.45132650228489,52,male,25,1,190,0,30.470517914704658
1,N/A,,289,0,96.54254678272633,24,male,2,0,62,1,30.98551581391542
1,N/A,,290,0,100.5459677568974,33,female,40,0,11,0,30.157937165991317
1,N/A,,291,0,100.08592238821397,43,female,41,0,140,0,31.731625741227674
1,N/A,,292,0,105.94250048704377,65,female,13,0,253,0,30.267920359472214
1,N/A,,293,0,92.72326556128937,69,male,10,1,42,1,31.05636092110553
1,N/A,,294,0,104.34328819287569,66,male,17,0,16,1,30.519525260398478
1,N/A,,295,0,101.60860020391141,19,male,11,1,62,0,30.906448316441782
1,N/A,,296,0,115.90593056723161,18,female,22,1,252,0,30.113673363646136
1,N/A,,297,0,106.00937367858033,65,male,11,0,291,0,30.01705745465293
1,N/A,,298,0,94.61882931249592,29,female,12,1,7,0,32.40311758655549
1,N/A,,299,0,82.62869012887188,22,female,24,1,324,0,30.314204035933116
1,N/A,,300,0,99.87752714040323,54,female,44,0,89,0,31.713005607158774
1,N/A,,301,0,102.26341101455593,49,female,18,0,207,0,37.339000566875335
1,N/A,,302,0,96.74962352050063,26,female,45,0,291,0,30.23753569565479
1,N/A,2024-01-06,303,1,63.5009430803069,58,female,35,1,283,1,30.308117107685078
1,N/A,,304,0,106.37201321383343,52,male,44,0,117,0,31.08725637472766
1,N/A,,305,0,101.49622169636591,36,male,7,1,348,1,33.36530821003041
1,N/A,,306,0,99.9271395331674,65,female,28,1,174,0,32.47473077832046
1,N/A,,307,0,90.47779743084405,33,female,31,0,75,0,30.698914821601342
1,N/A,,308,0,100.0515288310491,20,male,43,0,100,0,31.58528340814303
1,N/A,,309,0,95.63607267098634,37,female,17,0,150,1,30.145888401927408
1,N/A,2024-01-08,310,1,208.9456613877538,41,female,5,1,269,0,33.79149636818041
1,N/A,,311,0,97.38278683911214,50,male,17,0,70,1,33.33409685253376
1,N/A,2024-01-04,312,1,200.16630917471423,41,female,18,0,179,0,30.17880250537994
1,N/A,,313,0,92.08618901018494,69,female,21,0,123,1,30.35585117590467
1,N/A,,314,0,100.1206388012146,28,female,36,0,292,1,30.10553274994126
1,N/A,,315,0,102.15843385076073,66,male,31,1,284,0,30.317066392403078
1,N/A,2024-01-03,316,1,252.94466104211546,25,male,40,1,194,1,31.69257927531719
1,N/A,,317,0,105.3629437308506,53,male,2,0,227,0,30.475322722035564
1,N/A,,318,0,101.94416063270214,55,female,27,1,274,0,30.092550654659977
1,N/A,2024-01-08,319,1,74.87537690982877,57,female,9,1,105,1,30.41889314923165
1,N/A,,320,0,88.73803962729349,37,male,34,0,20,0,33.983698090905676
1,N/A,,321,0,98.73358798068884,52,female,28,0,63,0,30.993397490826457
1,N/A,,322,0,108.54252445184368,65,female,14,0,164,0,30.538129927297913
1,N/A,,323,0,92.91227915996305,42,female,32,0,26,1,30.182167784814194
1,N/A,,324,0,100.1832189699721,52,female,6,0,310,0,34.281406742462025
1,N/A,,325,0,101.71239626033012,42,female,11,1,284,1,31.719526305037864
1,N/A,2024-01-02,326,1,390.9891374263643,46,male,48,1,147,0,30.330557983775407
1,N/A,2024-01-03,327,1,277.0822533084913,35,female,29,1,280,0,30.07264456192996
1,N/A,,328,0,86.16832271220956,63,male,20,1,325,0,30.058291999210784
1,N/A,2024-01-02,329,1,57.12632292436376,35,female,30,0,318,0,30.12826317921118
1,N/A,,330,0,103.67674444949974,19,male,23,1,163,0,30.869332205115555
1,N/A,,331,0,87.8835632272552,52,female,19,0,223,0,32.6417488453732
1,N/A,,332,0,103.29301529811077,33,male,36,1,271,1,30.68665515544365
1,N/A,,333,0,102.24302287001002,58,female,3,1,145,0,31.851162288407664
1,N/A,,334,0,105.1094579214771,53,male,27,1,355,0,30.590385955881533
1,N/A,,335,0,89.18009647786769,50,female,43,1,29,0,31.23300192067869
1,N/A,,336,0,101.60339170509258,21,male,19,1,44,0,31.316293550310757
1,N/A,,337,0,99.19892726269396,50,female,23,1,274,0,30.191116566842137
1,N/A,,338,0,100.86208267010639,31,male,49,1,33,1,30.448189002243144
1,N/A,,339,0,98.69388604299323,38,male,48,0,140,0,31.01418517850093
1,N/A,2024-01-03,340,1,286.73528834985956,65,female,31,1,317,1,30.07332001456471
1,N/A,,341,0,96.04014169006332,37,female,40,1,220,0,30.44869654638775
1,N/A,,342,0,106.49297666506241,25,male,35,0,355,0,30.765286711049363
1,N/A,,343,0,107.00298410484626,24,female,33,1,21,0,35.57922061248667
1,N/A,,344,0,95.04582743859605,20,male,35,0,179,0,30.64346895868278
1,N/A,,345,0,88.07214599915437,34,male,1,0,328,0,31.693128031535363
1,N/A,,346,0,88.58007713781808,50,male,14,1,230,1,30.565752326902206
1,N/A,,347,0,95.14803097626576,65,female,33,0,37,0,31.59155242864306
1,N/A,,348,0,111.33780655334525,29,male,35,1,69,1,30.90489293825952
1,N/A,2024-01-06,349,1,150.29587925077465,68,male,5,0,115,0,32.17679369010487
