PromoID,PromoType,PromoDate,user_id,UserTargeted,PromoOutcome,age,gender,num_of_bookings,gross_booking
1,Percentage,2023-06-23,68,1,0,57,female,5,481.92
1,Percentage,2023-06-23,69,1,0,21,male,18,265.21
1,Percentage,2023-06-23,70,0,0,19,female,29,453.12
1,Percentage,2023-06-23,71,0,0,23,male,6,195.0
1,Percentage,2023-06-23,72,1,0,59,male,9,106.36
1,Percentage,2023-06-23,73,0,0,21,male,40,263.45
1,Percentage,2023-06-23,74,0,1,46,male,31,101.28
1,Percentage,2023-06-23,75,0,0,35,male,33,268.71
1,Percentage,2023-06-23,76,0,0,43,male,27,464.13
1,Percentage,2023-06-23,77,0,0,61,female,14,284.35
1,Percentage,2023-06-23,78,1,0,51,male,29,327.42
1,Percentage,2023-06-23,79,1,1,27,female,36,120.49
1,Percentage,2023-06-23,80,1,0,53,female,28,69.68
1,Percentage,2023-06-23,81,0,0,31,male,21,99.86
1,Percentage,2023-06-23,82,1,1,48,female,3,319.34
1,Percentage,2023-06-23,83,0,0,65,female,19,92.76
1,Percentage,2023-06-23,84,1,1,32,female,31,219.2
1,Percentage,2023-06-23,85,1,1,25,female,35,297.54
1,Percentage,2023-06-23,86,0,0,31,male,49,224.89
1,Percentage,2023-06-23,87,1,0,40,female,3,123.66
1,Percentage,2023-06-23,88,0,0,57,male,26,173.21
1,Percentage,2023-06-23,89,0,0,38,female,16,467.74
1,Percentage,2023-06-23,90,0,1,33,female,11,354.19
1,Percentage,2023-06-23,91,0,0,62,male,21,273.22
1,Percentage,2023-06-23,92,1,0,35,female,16,55.72
1,Percentage,2023-06-23,93,1,1,64,female,9,496.59
1,Percentage,2023-06-23,94,0,0,41,female,0,352.15
1,Percentage,2023-06-23,95,0,0,43,male,21,192.62
1,Percentage,2023-06-23,96,1,0,42,female,25,445.67
1,Percentage,2023-06-23,97,1,1,62,male,17,166.29
1,Percentage,2023-06-23,98,0,1,58,female,49,294.81
1,Percentage,2023-06-23,99,1,1,46,male,13,336.23
1,Percentage,2023-06-23,100,1,0,32,male,46,149.48
1,Percentage,2023-06-23,101,1,1,62,female,28,490.28
1,Percentage,2023-06-23,102,0,0,18,female,11,386.69
1,Percentage,2023-06-23,103,1,1,42,male,35,301.02
1,Percentage,2023-06-23,104,1,1,24,male,34,131.27
1,Percentage,2023-06-23,105,0,1,26,female,11,74.24
1,Percentage,2023-06-23,106,0,0,41,male,6,194.03
1,Percentage,2023-06-23,107,0,0,18,female,28,388.93
1,Percentage,2023-06-23,108,1,0,61,female,10,171.2
1,Percentage,2023-06-23,109,0,1,25,female,32,292.8
1,Percentage,2023-06-23,110,0,0,41,female,5,377.58
1,Percentage,2023-06-23,111,1,0,28,male,46,98.57
1,Percentage,2023-06-23,112,0,0,68,female,14,358.38
1,Percentage,2023-06-23,113,1,0,34,male,31,91.34
1,Percentage,2023-06-23,114,1,0,25,female,10,484.31
1,Percentage,2023-06-23,115,0,0,52,male,22,269.78
1,Percentage,2023-06-23,116,1,0,52,female,25,117.8
1,Percentage,2023-06-23,117,1,0,50,male,33,204.07
1,Percentage,2023-06-23,118,0,0,22,male,45,236.04
1,Percentage,2023-06-23,119,1,1,59,female,33,391.18
1,Percentage,2023-06-23,120,0,0,56,female,28,384.54
1,Percentage,2023-06-23,121,1,0,58,female,3,325.37
1,Percentage,2023-06-23,122,1,0,45,female,16,97.67
1,Percentage,2023-06-23,123,1,0,24,male,34,118.21
1,Percentage,2023-06-23,124,1,1,26,female,12,92.19
1,Percentage,2023-06-23,125,0,0,25,male,40,309.73
1,Percentage,2023-06-23,126,0,0,29,male,38,444.71
1,Percentage,2023-06-23,127,0,0,51,female,14,245.21
1,Percentage,2023-06-23,128,0,0,50,male,28,122.38
1,Percentage,2023-06-23,129,0,0,65,male,28,301.12
1,Percentage,2023-06-23,130,0,0,40,male,10,415.29
1,Percentage,2023-06-23,131,1,1,41,male,31,383.77
1,Percentage,2023-06-23,132,0,0,54,female,1,446.65
1,Percentage,2023-06-23,133,0,0,52,female,46,175.06
1,Percentage,2023-06-23,134,0,1,61,female,13,137.28
1,Percentage,2023-06-23,135,1,1,57,female,19,445.92
1,Percentage,2023-06-23,136,1,0,39,male,21,345.9
1,Percentage,2023-06-23,137,0,0,44,male,10,189.92
1,Percentage,2023-06-23,138,0,0,52,female,26,384.06
1,Percentage,2023-06-23,139,0,0,18,female,2,416.8
1,Percentage,2023-06-23,140,1,0,52,female,16,326.74
1,Percentage,2023-06-23,141,0,0,54,male,43,359.55
1,Percentage,2023-06-23,142,1,0,64,female,27,218.87
1,Percentage,2023-06-23,143,0,0,31,female,28,292.41
1,Percentage,2023-06-23,144,1,0,20,female,20,285.87
1,Percentage,2023-06-23,145,0,0,18,male,46,431.62
1,Percentage,2023-06-23,146,0,0,22,male,15,427.98
1,Percentage,2023-06-23,147,0,0,43,male,36,424.71
1,Percentage,2023-06-23,148,0,0,31,male,19,54.96
1,Percentage,2023-06-23,149,1,0,56,male,5,387.3
1,Percentage,2023-06-23,150,0,0,44,male,18,391.4
1,Percentage,2023-06-23,151,1,0,26,male,4,355.27
1,Percentage,2023-06-23,152,0,0,32,male,2,390.32
1,Percentage,2023-06-23,153,1,1,32,female,0,428.89
1,Percentage,2023-06-23,154,0,0,43,female,37,261.64
1,Percentage,2023-06-23,155,1,0,59,male,14,275.92
1,Percentage,2023-06-23,156,1,1,30,male,33,106.12
1,Percentage,2023-06-23,157,1,0,68,female,34,223.42
1,Percentage,2023-06-23,158,0,0,49,male,48,339.51
1,Percentage,2023-06-23,159,1,1,56,male,24,401.18
1,Percentage,2023-06-23,160,0,0,66,male,23,147.74
1,Percentage,2023-06-23,161,1,0,69,female,11,112.02
1,Percentage,2023-06-23,162,1,0,49,female,17,348.37
1,Percentage,2023-06-23,163,0,0,21,female,14,50.85
1,Percentage,2023-06-23,164,1,0,47,female,43,130.27
1,Percentage,2023-06-23,165,0,0,54,female,15,63.08
1,Percentage,2023-06-23,166,0,0,40,male,26,125.1
1,Percentage,2023-06-23,167,1,0,56,female,7,131.59
1,Percentage,2023-06-23,168,1,1,62,male,45,224.45
1,Percentage,2023-06-23,169,1,1,32,male,24,231.05
1,Percentage,2023-06-23,170,0,0,60,female,16,443.42
1,Percentage,2023-06-23,171,0,0,46,female,28,279.55
1,Percentage,2023-06-23,172,1,1,53,male,7,375.53
1,Percentage,2023-06-23,173,0,0,30,male,14,96.86
1,Percentage,2023-06-23,174,0,0,49,male,26,151.45
1,Percentage,2023-06-23,175,0,0,24,female,45,366.32
1,Percentage,2023-06-23,176,1,1,68,female,49,73.76
1,Percentage,2023-06-23,177,0,0,39,female,6,268.97
1,Percentage,2023-06-23,178,0,0,45,female,2,319.72
1,Percentage,2023-06-23,179,1,1,19,female,28,320.97
1,Percentage,2023-06-23,180,0,0,59,male,43,60.32
1,Percentage,2023-06-23,181,0,0,62,female,23,194.95
1,Percentage,2023-06-23,182,0,0,23,male,2,336.42
1,Percentage,2023-06-23,183,0,0,45,male,19,117.05
1,Percentage,2023-06-23,184,1,0,45,male,45,362.94
1,Percentage,2023-06-23,185,0,1,61,female,14,385.67
1,Percentage,2023-06-23,186,1,0,61,female,24,491.89
1,Percentage,2023-06-23,187,1,1,37,female,29,144.43
1,Percentage,2023-06-23,188,0,0,47,male,13,421.31
1,Percentage,2023-06-23,189,1,1,28,male,6,284.13
1,Percentage,2023-06-23,190,1,0,45,male,16,218.06
1,Percentage,2023-06-23,191,0,0,42,male,43,105.07
1,Percentage,2023-06-23,192,1,1,56,male,19,380.98
1,Percentage,2023-06-23,193,0,0,50,male,35,156.14
1,Percentage,2023-06-23,194,0,1,18,female,8,217.14
1,Percentage,2023-06-23,195,1,1,44,female,37,78.14
1,Percentage,2023-06-23,196,0,0,69,female,47,410.62
1,Percentage,2023-06-23,197,0,0,30,female,21,394.96
1,Percentage,2023-06-23,198,0,0,58,male,1,380.13
1,Percentage,2023-06-23,199,1,1,20,male,23,184.75
1,Percentage,2023-06-23,200,0,1,56,female,7,128.07
1,Percentage,2023-06-23,201,0,0,23,male,10,336.9
1,Percentage,2023-06-23,202,0,0,25,female,12,273.27
1,Percentage,2023-06-23,203,0,0,44,female,16,130.21
1,Percentage,2023-06-23,204,0,1,26,female,7,358.66
1,Percentage,2023-06-23,205,0,0,54,male,20,496.01
1,Percentage,2023-06-23,206,0,0,50,female,17,386.25
1,Percentage,2023-06-23,207,0,0,68,female,29,382.99
1,Percentage,2023-06-23,208,0,0,59,female,17,477.64
1,Percentage,2023-06-23,209,0,0,61,male,45,141.32
1,Percentage,2023-06-23,210,1,0,41,male,46,304.5
1,Percentage,2023-06-23,211,1,1,32,female,30,490.84
1,Percentage,2023-06-23,212,0,0,49,male,37,124.38
1,Percentage,2023-06-23,213,0,0,49,male,31,365.11
1,Percentage,2023-06-23,214,0,0,41,male,10,313.61
1,Percentage,2023-06-23,215,0,1,58,male,44,313.92
1,Percentage,2023-06-23,216,1,0,69,male,24,363.95
1,Percentage,2023-06-23,217,1,0,66,male,32,468.33
1,Percentage,2023-06-23,218,0,0,66,male,37,402.16
1,Percentage,2023-06-23,219,0,1,69,male,40,75.26
1,Percentage,2023-06-23,220,1,0,29,male,7,433.73
1,Percentage,2023-06-23,221,0,0,56,male,10,151.49
1,Percentage,2023-06-23,222,0,0,19,female,21,219.61
1,Percentage,2023-06-23,223,1,1,20,female,23,257.78
1,Percentage,2023-06-23,224,1,1,66,male,40,266.41
1,Percentage,2023-06-23,225,1,0,54,female,16,245.83
1,Percentage,2023-06-23,226,1,0,66,female,11,471.81
1,Percentage,2023-06-23,227,1,1,34,male,45,367.71
1,Percentage,2023-06-23,228,1,0,66,male,31,334.03
1,Percentage,2023-06-23,229,0,0,19,male,14,72.43
1,Percentage,2023-06-23,230,0,0,19,female,15,456.76
1,Percentage,2023-06-23,231,1,0,45,female,21,459.23
1,Percentage,2023-06-23,232,0,0,40,male,27,401.1
1,Percentage,2023-06-23,233,0,0,54,male,19,53.16
1,Percentage,2023-06-23,234,1,0,49,male,32,75.78
1,Percentage,2023-06-23,235,0,0,50,female,9,151.35
1,Percentage,2023-06-23,236,0,0,18,female,39,109.11
1,Percentage,2023-06-23,237,1,0,36,female,31,229.48
1,Percentage,2023-06-23,238,0,0,19,female,49,465.18
1,Percentage,2023-06-23,239,0,0,61,male,32,262.43
1,Percentage,2023-06-23,240,1,0,43,male,1,56.03
1,Percentage,2023-06-23,241,0,0,49,male,32,177.24
1,Percentage,2023-06-23,242,0,0,23,male,32,70.07
1,Percentage,2023-06-23,243,1,1,49,female,40,66.33
1,Percentage,2023-06-23,244,0,0,21,female,12,174.07
1,Percentage,2023-06-23,245,0,1,28,male,29,174.03
1,Percentage,2023-06-23,246,1,1,34,male,32,404.21
1,Percentage,2023-06-23,247,0,0,55,female,12,488.68
1,Percentage,2023-06-23,248,0,0,41,male,25,217.04
1,Percentage,2023-06-23,249,0,0,22,female,21,243.0
1,Percentage,2023-06-23,250,0,0,69,male,38,430.16
1,Percentage,2023-06-23,251,1,0,51,male,1,170.66
1,Percentage,2023-06-23,252,0,0,23,male,37,120.37
1,Percentage,2023-06-23,253,0,0,39,male,38,433.89
1,Percentage,2023-06-23,254,0,0,28,male,25,70.93
1,Percentage,2023-06-23,255,0,0,65,male,45,328.86
1,Percentage,2023-06-23,256,1,1,33,male,49,302.9
1,Percentage,2023-06-23,257,0,0,50,female,14,205.66
1,Percentage,2023-06-23,258,0,1,26,female,33,191.84
1,Percentage,2023-06-23,259,1,0,23,female,41,397.34
1,Percentage,2023-06-23,260,0,0,33,female,43,88.89
1,Percentage,2023-06-23,261,1,0,46,female,48,156.55
1,Percentage,2023-06-23,262,0,1,20,male,39,379.6
1,Percentage,2023-06-23,263,1,0,37,male,10,296.74
1,Percentage,2023-06-23,264,0,0,53,female,2,107.59
1,Percentage,2023-06-23,265,1,1,36,male,5,446.96
1,Percentage,2023-06-23,266,0,0,43,female,8,227.05
1,Percentage,2023-06-23,267,1,0,20,female,5,422.54
1,Percentage,2023-06-23,268,0,1,36,male,8,404.47
1,Percentage,2023-06-23,269,0,0,37,male,38,330.99
1,Percentage,2023-06-23,270,0,0,49,male,30,272.52
1,Percentage,2023-06-23,271,1,1,24,female,31,490.8
1,Percentage,2023-06-23,272,1,0,69,male,40,115.23
1,Percentage,2023-06-23,273,0,0,58,female,49,376.32
1,Percentage,2023-06-23,274,0,0,50,female,11,136.04
1,Percentage,2023-06-23,275,0,0,57,female,7,202.22
1,Percentage,2023-06-23,276,0,0,56,male,7,188.91
1,Percentage,2023-06-23,277,1,0,35,male,49,476.17
1,Percentage,2023-06-23,278,0,0,57,female,27,485.31
1,Percentage,2023-06-23,279,1,0,18,male,19,132.36
1,Percentage,2023-06-23,280,0,1,28,male,46,59.92
1,Percentage,2023-06-23,281,1,0,45,male,6,374.0
1,Percentage,2023-06-23,282,0,0,42,female,10,238.1
1,Percentage,2023-06-23,283,0,0,67,female,19,89.98
1,Percentage,2023-06-23,284,1,1,40,male,15,357.69
1,Percentage,2023-06-23,285,0,0,48,female,3,295.3
1,Percentage,2023-06-23,286,1,1,47,male,5,491.23
1,Percentage,2023-06-23,287,1,0,59,male,21,152.33
1,Percentage,2023-06-23,288,0,1,52,male,25,231.79
1,Percentage,2023-06-23,289,1,1,24,male,2,294.15
1,Percentage,2023-06-23,290,1,0,33,female,40,406.26
1,Percentage,2023-06-23,291,1,0,43,female,41,296.98
1,Percentage,2023-06-23,292,0,0,65,female,13,325.81
1,Percentage,2023-06-23,293,0,0,69,male,10,151.77
1,Percentage,2023-06-23,294,1,0,66,male,17,431.11
1,Percentage,2023-06-23,295,0,0,19,male,11,242.88
1,Percentage,2023-06-23,296,0,0,18,female,22,113.43
1,Percentage,2023-06-23,297,0,1,65,male,11,348.88
1,Percentage,2023-06-23,298,0,0,29,female,12,147.24
1,Percentage,2023-06-23,299,0,0,22,female,24,93.9
1,Percentage,2023-06-23,300,0,1,54,female,44,437.89
1,Percentage,2023-06-23,301,1,1,49,female,18,257.07
1,Percentage,2023-06-23,302,0,0,26,female,45,387.18
1,Percentage,2023-06-23,303,0,1,58,female,35,180.76
1,Percentage,2023-06-23,304,1,1,52,male,44,404.14
1,Percentage,2023-06-23,305,0,0,36,male,7,100.37
1,Percentage,2023-06-23,306,1,0,65,female,28,210.19
1,Percentage,2023-06-23,307,0,0,33,female,31,490.13
1,Percentage,2023-06-23,308,1,0,20,male,43,407.3
1,Percentage,2023-06-23,309,1,1,37,female,17,273.77
1,Percentage,2023-06-23,310,0,0,41,female,5,202.9
1,Percentage,2023-06-23,311,1,0,50,male,17,442.46
1,Percentage,2023-06-23,312,0,0,41,female,18,295.18
1,Percentage,2023-06-23,313,0,0,69,female,21,391.29
1,Percentage,2023-06-23,314,1,1,28,female,36,389.35
1,Percentage,2023-06-23,315,0,0,66,male,31,58.08
1,Percentage,2023-06-23,316,1,0,25,male,40,106.81
1,Percentage,2023-06-23,317,1,1,53,male,2,346.83
1,Percentage,2023-06-23,318,0,1,55,female,27,122.73
1,Percentage,2023-06-23,319,1,1,57,female,9,164.97
1,Percentage,2023-06-23,320,1,1,37,male,34,475.99
1,Percentage,2023-06-23,321,0,0,52,female,28,302.08
1,Percentage,2023-06-23,322,0,1,65,female,14,387.83
1,Percentage,2023-06-23,323,0,0,42,female,32,301.09
1,Percentage,2023-06-23,324,1,1,52,female,6,298.63
1,Percentage,2023-06-23,325,1,0,42,female,11,92.37
1,Percentage,2023-06-23,326,0,0,46,male,48,204.65
1,Percentage,2023-06-23,327,0,0,35,female,29,177.09
1,Percentage,2023-06-23,328,0,0,63,male,20,225.83
1,Percentage,2023-06-23,329,0,0,35,female,30,409.25
1,Percentage,2023-06-23,330,1,0,19,male,23,217.37
1,Percentage,2023-06-23,331,0,0,52,female,19,253.26
1,Percentage,2023-06-23,332,1,1,33,male,36,228.82
1,Percentage,2023-06-23,333,0,1,58,female,3,92.03
1,Percentage,2023-06-23,334,1,0,53,male,27,248.48
1,Percentage,2023-06-23,335,1,1,50,female,43,138.02
1,Percentage,2023-06-23,336,0,0,21,male,19,134.03
1,Percentage,2023-06-23,337,1,1,50,female,23,92.32
1,Percentage,2023-06-23,338,0,0,31,male,49,210.5
1,Percentage,2023-06-23,339,0,0,38,male,48,390.87
1,Percentage,2023-06-23,340,0,1,65,female,31,174.4
1,Percentage,2023-06-23,341,1,0,37,female,40,190.56
1,Percentage,2023-06-23,342,0,0,25,male,35,339.2
1,Percentage,2023-06-23,343,1,1,24,female,33,138.13
1,Percentage,2023-06-23,344,1,0,20,male,35,453.63
1,Percentage,2023-06-23,345,1,0,34,male,1,284.09
1,Percentage,2023-06-23,346,0,0,50,male,14,251.42
1,Percentage,2023-06-23,347,1,1,65,female,33,301.02
1,Percentage,2023-06-23,348,0,1,29,male,35,124.72
1,Percentage,2023-06-23,349,0,0,68,male,5,326.06
1,Percentage,2023-06-23,350,1,1,39,female,38,213.4
1,Percentage,2023-06-23,351,1,1,39,female,41,453.73
1,Percentage,2023-06-23,352,0,0,63,female,11,125.98
1,Percentage,2023-06-23,353,0,0,47,female,2,278.17
1,Percentage,2023-06-23,354,1,1,55,male,44,319.15
1,Percentage,2023-06-23,355,1,1,55,male,17,65.02
1,Percentage,2023-06-23,356,0,0,62,male,39,213.66
1,Percentage,2023-06-23,357,1,1,68,male,20,379.69
1,Percentage,2023-06-23,358,1,1,25,female,14,419.17
1,Percentage,2023-06-23,359,1,1,44,male,32,190.92
1,Percentage,2023-06-23,360,0,0,44,male,34,409.37
1,Percentage,2023-06-23,361,0,0,51,female,25,485.49
1,Percentage,2023-06-23,362,0,0,38,male,7,435.59
1,Percentage,2023-06-23,363,1,0,47,male,35,102.94
1,Percentage,2023-06-23,364,0,0,50,male,47,382.88
1,Percentage,2023-06-23,365,0,0,45,male,29,193.85
1,Percentage,2023-06-23,366,0,0,64,male,22,494.79
1,Percentage,2023-06-23,367,1,0,50,male,41,268.41
1,Percentage,2023-06-23,368,1,1,22,female,43,105.1
1,Percentage,2023-06-23,369,0,1,65,female,13,376.33
1,Percentage,2023-06-23,370,1,0,36,male,13,195.36
1,Percentage,2023-06-23,371,1,0,21,male,1,498.69
1,Percentage,2023-06-23,372,1,0,52,female,36,490.9
1,Percentage,2023-06-23,373,0,1,66,male,4,345.26
1,Percentage,2023-06-23,374,1,1,34,male,37,108.42
1,Percentage,2023-06-23,375,0,1,61,male,44,359.09
1,Percentage,2023-06-23,376,0,0,45,female,40,91.86
1,Percentage,2023-06-23,377,0,1,47,male,46,63.21
1,Percentage,2023-06-23,378,1,1,46,female,13,420.33
1,Percentage,2023-06-23,379,1,0,63,male,38,144.39
1,Percentage,2023-06-23,380,0,0,23,female,24,220.56
1,Percentage,2023-06-23,381,0,0,52,female,19,488.06
1,Percentage,2023-06-23,382,0,0,58,male,1,201.58
1,Percentage,2023-06-23,383,0,0,54,female,38,183.42
1,Percentage,2023-06-23,384,0,1,41,male,5,463.19
1,Percentage,2023-06-23,385,1,1,46,female,16,99.84
1,Percentage,2023-06-23,386,0,0,66,male,24,391.81
1,Percentage,2023-06-23,387,1,1,63,male,27,494.63
1,Percentage,2023-06-23,388,0,0,48,female,1,455.58
1,Percentage,2023-06-23,389,0,0,52,male,34,343.25
1,Percentage,2023-06-23,390,0,0,50,male,36,191.33
1,Percentage,2023-06-23,391,0,0,69,female,4,164.44
1,Percentage,2023-06-23,392,1,0,38,male,0,418.66
1,Percentage,2023-06-23,393,0,1,49,male,39,445.92
1,Percentage,2023-06-23,394,0,0,40,female,11,286.45
1,Percentage,2023-06-23,395,0,0,50,female,35,159.95
1,Percentage,2023-06-23,396,0,1,20,male,44,100.82
1,Percentage,2023-06-23,397,0,0,35,male,22,89.23
1,Percentage,2023-06-23,398,0,0,42,female,46,373.58
1,Percentage,2023-06-23,399,1,0,59,female,30,239.05
1,Percentage,2023-06-23,400,0,0,48,male,10,457.41
1,Percentage,2023-06-23,401,0,0,20,female,9,382.85
1,Percentage,2023-06-23,402,1,0,57,male,2,136.07
1,Percentage,2023-06-23,403,0,0,63,male,13,326.2
1,Percentage,2023-06-23,404,1,0,41,male,15,245.98
1,Percentage,2023-06-23,405,1,1,67,male,9,309.76
1,Percentage,2023-06-23,406,1,0,49,male,28,382.13
1,Percentage,2023-06-23,407,0,1,64,female,9,412.79
1,Percentage,2023-06-23,408,1,1,39,female,11,429.68
1,Percentage,2023-06-23,409,0,0,40,female,29,164.29
1,Percentage,2023-06-23,410,0,0,19,female,40,64.0
1,Percentage,2023-06-23,411,0,0,44,male,0,382.68
1,Percentage,2023-06-23,412,1,0,59,male,4,97.85
1,Percentage,2023-06-23,413,1,0,19,male,19,191.71
1,Percentage,2023-06-23,414,0,0,43,male,7,51.72
1,Percentage,2023-06-23,415,1,1,34,female,42,356.75
1,Percentage,2023-06-23,416,0,1,57,male,11,125.21
1,Percentage,2023-06-23,417,0,0,50,male,0,344.88
1,Percentage,2023-06-23,418,0,0,26,female,19,496.28
1,Percentage,2023-06-23,419,1,0,60,female,27,82.7
1,Percentage,2023-06-23,420,0,0,65,female,42,84.69
1,Percentage,2023-06-23,421,1,0,56,female,36,203.17
1,Percentage,2023-06-23,422,0,0,46,male,46,439.87
1,Percentage,2023-06-23,423,0,0,59,male,36,146.99
1,Percentage,2023-06-23,424,0,1,43,female,11,212.17
1,Percentage,2023-06-23,425,0,1,52,male,36,80.83
1,Percentage,2023-06-23,426,1,1,67,male,48,393.42
1,Percentage,2023-06-23,427,0,0,42,male,48,233.74
1,Percentage,2023-06-23,428,1,1,41,female,43,391.66
1,Percentage,2023-06-23,429,0,0,30,male,27,456.62
1,Percentage,2023-06-23,430,1,1,24,female,46,154.74
1,Percentage,2023-06-23,431,0,0,53,male,14,413.33
1,Percentage,2023-06-23,432,0,0,62,male,5,76.59
1,Percentage,2023-06-23,433,1,1,37,male,43,454.48
1,Percentage,2023-06-23,434,0,0,18,female,19,342.85
1,Percentage,2023-06-23,435,1,0,25,male,49,443.4
1,Percentage,2023-06-23,436,1,0,63,female,13,50.08
1,Percentage,2023-06-23,437,0,0,33,female,1,126.09
1,Percentage,2023-06-23,438,0,0,31,female,8,225.39
1,Percentage,2023-06-23,439,0,1,29,male,36,220.78
1,Percentage,2023-06-23,440,0,0,68,male,19,152.03
1,Percentage,2023-06-23,441,0,0,40,male,25,221.73
1,Percentage,2023-06-23,442,1,0,32,male,28,107.98
1,Percentage,2023-06-23,443,0,0,45,female,0,235.74
1,Percentage,2023-06-23,444,0,0,51,female,34,411.06
1,Percentage,2023-06-23,445,0,0,19,female,5,265.58
1,Percentage,2023-06-23,446,1,1,49,male,36,58.1
1,Percentage,2023-06-23,447,0,1,40,female,4,239.65
1,Percentage,2023-06-23,448,0,0,39,male,32,62.23
1,Percentage,2023-06-23,449,0,0,68,female,48,484.81
1,Percentage,2023-06-23,450,0,0,42,male,13,107.35
1,Percentage,2023-06-23,451,1,0,39,male,11,368.46
1,Percentage,2023-06-23,452,0,0,39,female,41,487.75
1,Percentage,2023-06-23,453,0,0,66,female,19,421.72
1,Percentage,2023-06-23,454,0,1,69,female,49,364.69
1,Percentage,2023-06-23,455,0,0,59,female,23,427.76
1,Percentage,2023-06-23,456,0,0,23,male,42,491.81
1,Percentage,2023-06-23,457,0,0,32,female,33,329.61
1,Percentage,2023-06-23,458,0,0,60,female,24,301.63
1,Percentage,2023-06-23,459,0,0,54,female,49,332.71
1,Percentage,2023-06-23,460,0,1,50,male,28,289.7
1,Percentage,2023-06-23,461,0,0,25,male,38,335.79
1,Percentage,2023-06-23,462,0,0,61,female,30,252.43
1,Percentage,2023-06-23,463,0,0,61,male,46,148.3
